year,month,hour_of_day,incident_type_primary,day_of_week
2016,8,0,BURGLARY,Thursday
2015,5,10,LARCENY/THEFT,Friday
2018,5,18,LARCENY/THEFT,Friday
2010,7,23,LARCENY/THEFT,Friday
2016,8,23,ROBBERY,Monday
2016,8,18,LARCENY/THEFT,Monday
2010,6,19,UUV,Thursday
2012,11,1,BURGLARY,Thursday
2011,11,8,LARCENY/THEFT,Tuesday
2021,10,20,ASSAULT,Saturday
2015,1,11,BURGLARY,Tuesday
2013,10,2,LARCENY/THEFT,Monday
2006,1,18,LARCENY/THEFT,Friday
2009,1,21,BURGLARY,Monday
2015,10,16,LARCENY/THEFT,Thursday
2014,8,20,LARCENY/THEFT,Thursday
2011,11,23,LARCENY/THEFT,Friday
2015,7,21,UUV,Friday
2020,12,21,ASSAULT,Tuesday
2011,11,15,ASSAULT,Tuesday
2007,2,16,LARCENY/THEFT,Wednesday
2017,1,0,LARCENY/THEFT,Sunday
2006,11,9,BURGLARY,Monday
2016,11,21,BURGLARY,Saturday
2013,3,9,BURGLARY,Wednesday
2015,4,12,LARCENY/THEFT,Sunday
2019,2,17,BURGLARY,Saturday
2009,10,0,UUV,Saturday
2006,6,13,ASSAULT,Wednesday
2012,5,10,BURGLARY,Friday
2014,9,17,LARCENY/THEFT,Thursday
2012,10,16,ASSAULT,Wednesday
2012,2,6,BURGLARY,Wednesday
2012,12,8,ASSAULT,Wednesday
2010,8,0,ASSAULT,Thursday
2011,5,14,BURGLARY,Wednesday
2008,7,22,LARCENY/THEFT,Sunday
2011,4,12,ROBBERY,Friday
2019,5,12,LARCENY/THEFT,Friday
2019,6,0,ROBBERY,Friday
2015,1,0,LARCENY/THEFT,Tuesday
2013,10,12,LARCENY/THEFT,Saturday
2019,11,20,ROBBERY,Tuesday
2007,3,21,BURGLARY,Saturday
2020,7,4,BURGLARY,Thursday
2012,4,9,BURGLARY,Saturday
2010,5,10,LARCENY/THEFT,Monday
2018,5,17,BURGLARY,Saturday
2009,2,13,LARCENY/THEFT,Tuesday
2011,3,20,RAPE,Saturday
2012,12,18,THEFT OF SERVICES,Sunday
2016,8,0,LARCENY/THEFT,Thursday
2007,11,7,RAPE,Monday
2016,11,2,BURGLARY,Tuesday
2008,10,0,LARCENY/THEFT,Monday
2010,6,5,BURGLARY,Friday
2018,7,10,LARCENY/THEFT,Thursday
2013,1,0,BURGLARY,Tuesday
2010,6,0,LARCENY/THEFT,Tuesday
2014,12,20,BURGLARY,Monday
2016,6,4,UUV,Monday
2021,8,0,UUV,Wednesday
2009,8,22,LARCENY/THEFT,Thursday
2007,5,0,ASSAULT,Monday
2011,12,3,ASSAULT,Saturday
2018,5,12,LARCENY/THEFT,Monday
2008,8,15,BURGLARY,Thursday
2009,4,2,ASSAULT,Friday
2013,7,8,ASSAULT,Thursday
2009,10,12,LARCENY/THEFT,Tuesday
2010,1,13,BURGLARY,Sunday
2014,8,13,LARCENY/THEFT,Monday
2011,9,2,LARCENY/THEFT,Thursday
2018,10,1,LARCENY/THEFT,Friday
2013,12,0,BURGLARY,Friday
2013,11,0,ASSAULT,Tuesday
2014,12,19,LARCENY/THEFT,Monday
2006,6,0,LARCENY/THEFT,Wednesday
2012,10,11,ASSAULT,Friday
2017,4,2,ASSAULT,Saturday
2011,10,21,ROBBERY,Sunday
2006,12,11,THEFT OF SERVICES,Monday
2010,7,17,BURGLARY,Tuesday
2014,7,14,LARCENY/THEFT,Wednesday
2009,10,0,LARCENY/THEFT,Saturday
2006,9,9,UUV,Thursday
2013,12,20,LARCENY/THEFT,Friday
2009,8,1,ASSAULT,Monday
2006,3,22,LARCENY/THEFT,Saturday
2006,7,1,LARCENY/THEFT,Saturday
2017,5,3,UUV,Thursday
2006,2,21,LARCENY/THEFT,Friday
2012,3,20,ASSAULT,Thursday
2008,9,23,ASSAULT,Saturday
2008,7,0,LARCENY/THEFT,Tuesday
2007,6,22,LARCENY/THEFT,Thursday
2012,6,2,BURGLARY,Sunday
2013,5,0,LARCENY/THEFT,Monday
2019,5,4,BURGLARY,Monday
2011,12,21,LARCENY/THEFT,Monday
2019,7,21,ASSAULT,Friday
2010,9,0,BURGLARY,Monday
2010,6,15,LARCENY/THEFT,Saturday
2010,6,19,LARCENY/THEFT,Saturday
2006,2,13,LARCENY/THEFT,Friday
2010,8,0,LARCENY/THEFT,Wednesday
2007,5,0,LARCENY/THEFT,Tuesday
2011,1,5,BURGLARY,Tuesday
2009,12,8,BURGLARY,Wednesday
2008,9,0,LARCENY/THEFT,Saturday
2019,4,13,LARCENY/THEFT,Tuesday
2009,6,2,ASSAULT,Wednesday
2009,8,0,LARCENY/THEFT,Friday
2010,9,0,LARCENY/THEFT,Thursday
2006,7,23,BURGLARY,Wednesday
2021,2,21,ASSAULT,Tuesday
2006,5,18,ROBBERY,Sunday
2007,6,0,BURGLARY,Friday
2012,10,12,LARCENY/THEFT,Friday
2009,7,14,LARCENY/THEFT,Tuesday
2012,8,14,BURGLARY,Friday
2010,11,12,ROBBERY,Tuesday
2017,7,23,ASSAULT,Tuesday
2006,7,17,LARCENY/THEFT,Monday
2013,8,0,UUV,Sunday
2021,10,15,ASSAULT,Monday
2007,3,15,LARCENY/THEFT,Thursday
2013,3,8,BURGLARY,Friday
2021,7,1,ASSAULT,Monday
2006,5,10,BURGLARY,Wednesday
2013,3,18,UUV,Thursday
2017,1,18,ASSAULT,Sunday
2021,11,8,LARCENY/THEFT,Monday
2011,8,11,ASSAULT,Friday
2012,8,19,UUV,Tuesday
2020,12,15,LARCENY/THEFT,Saturday
2020,10,3,LARCENY/THEFT,Tuesday
2019,4,9,BURGLARY,Thursday
2015,9,1,ASSAULT,Friday
2010,1,12,ASSAULT,Tuesday
2012,5,7,LARCENY/THEFT,Wednesday
2009,5,12,LARCENY/THEFT,Saturday
2016,11,0,UUV,Wednesday
2017,4,13,LARCENY/THEFT,Friday
2009,9,11,BURGLARY,Wednesday
2021,10,3,ASSAULT,Sunday
2018,2,19,LARCENY/THEFT,Saturday
2015,6,23,LARCENY/THEFT,Wednesday
2016,6,1,ASSAULT,Wednesday
2019,11,10,LARCENY/THEFT,Wednesday
2007,3,1,UUV,Sunday
2017,1,16,LARCENY/THEFT,Sunday
2015,2,15,BURGLARY,Monday
2006,10,21,BURGLARY,Monday
2021,2,15,LARCENY/THEFT,Monday
2011,6,2,ASSAULT,Thursday
2010,12,23,LARCENY/THEFT,Friday
2006,10,12,ASSAULT,Sunday
2007,1,3,ASSAULT,Monday
2020,1,3,ASSAULT,Sunday
2013,5,11,LARCENY/THEFT,Thursday
2007,6,21,ASSAULT,Thursday
2009,3,11,LARCENY/THEFT,Wednesday
2020,5,9,ASSAULT,Tuesday
2018,1,16,LARCENY/THEFT,Saturday
2020,7,17,ASSAULT,Friday
2010,8,21,ASSAULT,Monday
2016,10,11,LARCENY/THEFT,Wednesday
2011,10,2,UUV,Sunday
2021,2,21,LARCENY/THEFT,Monday
2006,5,18,ROBBERY,Friday
2009,1,0,THEFT OF SERVICES,Thursday
2011,12,22,LARCENY/THEFT,Thursday
2007,4,16,ASSAULT,Monday
2020,7,19,LARCENY/THEFT,Saturday
2019,4,22,AGGR ASSAULT,Thursday
2011,6,4,BURGLARY,Friday
2007,4,2,LARCENY/THEFT,Saturday
2009,7,3,UUV,Friday
2006,10,0,BURGLARY,Wednesday
2020,4,17,LARCENY/THEFT,Friday
2021,4,17,ASSAULT,Friday
2012,9,18,ASSAULT,Thursday
2018,5,16,LARCENY/THEFT,Tuesday
2017,9,12,BURGLARY,Tuesday
2014,7,23,LARCENY/THEFT,Friday
2015,6,18,BURGLARY,Saturday
2008,12,23,ROBBERY,Sunday
2008,12,17,LARCENY/THEFT,Monday
2019,10,23,BURGLARY,Saturday
2018,10,8,LARCENY/THEFT,Saturday
2009,3,9,SEXUAL ABUSE,Thursday
2012,10,10,LARCENY/THEFT,Wednesday
2010,1,1,LARCENY/THEFT,Tuesday
2021,3,11,LARCENY/THEFT,Friday
2011,3,18,LARCENY/THEFT,Thursday
2010,1,14,LARCENY/THEFT,Sunday
2015,12,13,MURDER,Saturday
2014,6,20,LARCENY/THEFT,Wednesday
2012,11,18,BURGLARY,Tuesday
2013,9,2,LARCENY/THEFT,Sunday
2019,4,11,LARCENY/THEFT,Monday
2012,11,17,BURGLARY,Thursday
2021,11,17,LARCENY/THEFT,Wednesday
2016,10,20,ASSAULT,Monday
2019,3,8,ASSAULT,Tuesday
2013,4,13,LARCENY/THEFT,Sunday
2017,8,5,ASSAULT,Tuesday
2013,8,8,LARCENY/THEFT,Thursday
2021,4,13,LARCENY/THEFT,Friday
2011,8,22,LARCENY/THEFT,Tuesday
2006,12,12,LARCENY/THEFT,Monday
2009,8,21,ASSAULT,Friday
2006,12,8,LARCENY/THEFT,Friday
2007,4,9,UUV,Friday
2009,8,1,ASSAULT,Tuesday
2011,6,12,ASSAULT,Monday
2015,4,11,BURGLARY,Thursday
2007,3,19,LARCENY/THEFT,Saturday
2016,5,3,ASSAULT,Sunday
2008,9,10,BURGLARY,Monday
2006,7,20,LARCENY/THEFT,Sunday
2019,5,15,LARCENY/THEFT,Sunday
2008,9,9,LARCENY/THEFT,Tuesday
2007,12,20,LARCENY/THEFT,Monday
2020,2,18,ASSAULT,Saturday
2021,5,21,BURGLARY,Sunday
2006,9,5,UUV,Tuesday
2012,5,19,LARCENY/THEFT,Tuesday
2009,11,23,BURGLARY,Sunday
2019,6,17,ROBBERY,Sunday
2009,3,18,LARCENY/THEFT,Monday
2013,4,17,LARCENY/THEFT,Wednesday
2007,12,15,BURGLARY,Wednesday
2010,4,20,LARCENY/THEFT,Tuesday
2009,8,23,LARCENY/THEFT,Thursday
2013,7,23,BURGLARY,Monday
2015,5,0,BURGLARY,Friday
2006,8,4,BURGLARY,Thursday
2017,1,0,ASSAULT,Saturday
2013,8,14,BURGLARY,Wednesday
2011,2,15,BURGLARY,Wednesday
2012,2,12,LARCENY/THEFT,Saturday
2018,10,10,LARCENY/THEFT,Saturday
2010,8,21,ROBBERY,Sunday
2006,4,21,BURGLARY,Saturday
2006,9,23,LARCENY/THEFT,Wednesday
2009,2,8,ASSAULT,Saturday
2007,12,17,BURGLARY,Tuesday
2012,9,6,BURGLARY,Saturday
2006,6,21,LARCENY/THEFT,Thursday
2008,10,17,ROBBERY,Thursday
2019,3,19,ASSAULT,Thursday
2017,11,20,UUV,Saturday
2012,3,2,LARCENY/THEFT,Friday
2012,8,10,LARCENY/THEFT,Friday
2012,8,1,ROBBERY,Sunday
2010,3,0,LARCENY/THEFT,Wednesday
2010,9,17,ASSAULT,Wednesday
2015,12,7,LARCENY/THEFT,Wednesday
2020,3,4,RAPE,Sunday
2006,5,17,BURGLARY,Friday
2008,7,11,LARCENY/THEFT,Saturday
2010,10,17,ASSAULT,Friday
2009,5,14,UUV,Friday
2015,5,21,LARCENY/THEFT,Monday
2008,10,10,ROBBERY,Wednesday
2006,1,16,UUV,Thursday
2018,11,9,THEFT OF SERVICES,Wednesday
2016,4,11,ASSAULT,Saturday
2011,12,9,LARCENY/THEFT,Saturday
2017,6,22,LARCENY/THEFT,Thursday
2019,9,20,UUV,Sunday
2021,4,17,LARCENY/THEFT,Thursday
2020,2,10,LARCENY/THEFT,Thursday
2014,8,2,ASSAULT,Sunday
2018,1,16,LARCENY/THEFT,Thursday
2020,9,11,UUV,Saturday
2013,1,16,BURGLARY,Friday
2010,12,0,ASSAULT,Wednesday
2022,2,14,LARCENY/THEFT,Tuesday
2014,10,14,LARCENY/THEFT,Tuesday
2007,9,6,UUV,Saturday
2016,7,22,LARCENY/THEFT,Friday
2009,11,0,LARCENY/THEFT,Wednesday
2006,9,15,ROBBERY,Wednesday
2015,9,0,ASSAULT,Friday
2010,5,11,BURGLARY,Saturday
2018,7,9,LARCENY/THEFT,Saturday
2017,3,0,ROBBERY,Sunday
2008,11,10,UUV,Wednesday
2014,7,22,LARCENY/THEFT,Monday
2012,4,17,LARCENY/THEFT,Monday
2011,10,0,BURGLARY,Thursday
2019,12,4,BURGLARY,Tuesday
2009,3,8,RAPE,Tuesday
2006,5,22,BURGLARY,Saturday
2007,8,2,LARCENY/THEFT,Monday
2010,11,15,ROBBERY,Saturday
2014,7,1,LARCENY/THEFT,Wednesday
2016,2,1,ASSAULT,Wednesday
2018,6,22,ASSAULT,Saturday
2016,7,4,ASSAULT,Thursday
2018,3,14,BURGLARY,Monday
2015,2,18,ASSAULT,Friday
2006,6,11,LARCENY/THEFT,Friday
2013,12,17,BURGLARY,Thursday
2017,10,2,ASSAULT,Saturday
2006,1,11,LARCENY/THEFT,Saturday
2012,6,18,LARCENY/THEFT,Sunday
2011,9,17,LARCENY/THEFT,Thursday
2013,11,0,LARCENY/THEFT,Sunday
2012,9,17,LARCENY/THEFT,Saturday
2012,7,23,ASSAULT,Tuesday
2008,6,10,LARCENY/THEFT,Monday
2012,12,23,ASSAULT,Saturday
2019,8,1,LARCENY/THEFT,Thursday
2019,2,14,ASSAULT,Friday
2011,9,9,LARCENY/THEFT,Wednesday
2008,6,23,ASSAULT,Wednesday
2017,11,12,BURGLARY,Saturday
2014,4,21,UUV,Saturday
2007,9,0,BURGLARY,Wednesday
2018,3,17,LARCENY/THEFT,Wednesday
2006,10,1,LARCENY/THEFT,Wednesday
2017,12,11,LARCENY/THEFT,Saturday
2014,1,1,UUV,Friday
2012,9,14,BURGLARY,Thursday
2009,1,0,LARCENY/THEFT,Thursday
2020,1,7,LARCENY/THEFT,Tuesday
2012,8,17,BURGLARY,Saturday
2007,8,0,BURGLARY,Thursday
2018,1,20,LARCENY/THEFT,Tuesday
2010,10,11,LARCENY/THEFT,Monday
2012,2,0,LARCENY/THEFT,Friday
2011,1,10,ROBBERY,Monday
2010,12,11,LARCENY/THEFT,Monday
2013,8,10,BURGLARY,Thursday
2011,9,14,BURGLARY,Tuesday
2009,6,0,LARCENY/THEFT,Saturday
2015,3,1,LARCENY/THEFT,Tuesday
2021,6,16,UUV,Wednesday
2013,12,0,LARCENY/THEFT,Sunday
2017,1,16,LARCENY/THEFT,Friday
2021,2,4,ASSAULT,Thursday
2010,11,10,ASSAULT,Wednesday
2013,7,11,BURGLARY,Thursday
2009,1,4,ASSAULT,Saturday
2015,12,21,ASSAULT,Saturday
2017,6,14,LARCENY/THEFT,Saturday
2019,9,23,LARCENY/THEFT,Friday
2011,4,0,LARCENY/THEFT,Sunday
2012,5,22,BURGLARY,Tuesday
2006,12,12,LARCENY/THEFT,Wednesday
2009,1,22,ASSAULT,Wednesday
2011,6,18,ROBBERY,Monday
2020,1,14,LARCENY/THEFT,Monday
2021,10,11,ROBBERY,Wednesday
2013,2,22,RAPE,Sunday
2019,10,23,ASSAULT,Friday
2011,5,11,LARCENY/THEFT,Sunday
2006,11,0,LARCENY/THEFT,Wednesday
2009,12,18,LARCENY/THEFT,Wednesday
2018,8,13,LARCENY/THEFT,Thursday
2012,4,0,LARCENY/THEFT,Sunday
2012,6,11,LARCENY/THEFT,Wednesday
2013,5,0,BURGLARY,Wednesday
2012,6,9,LARCENY/THEFT,Tuesday
2015,6,10,ROBBERY,Wednesday
2006,6,0,ASSAULT,Tuesday
2007,9,23,ASSAULT,Sunday
2015,4,23,LARCENY/THEFT,Tuesday
2007,7,11,BURGLARY,Monday
2012,8,16,LARCENY/THEFT,Saturday
2008,12,8,BURGLARY,Monday
2007,5,17,LARCENY/THEFT,Friday
2014,7,21,UUV,Tuesday
2018,1,13,LARCENY/THEFT,Wednesday
2006,5,7,BURGLARY,Thursday
2013,2,6,SEXUAL ABUSE,Saturday
2008,7,13,BURGLARY,Tuesday
2006,8,4,ASSAULT,Saturday
2016,1,17,LARCENY/THEFT,Wednesday
2007,3,10,LARCENY/THEFT,Wednesday
2014,2,20,BURGLARY,Thursday
2016,6,11,BURGLARY,Wednesday
2018,5,4,ASSAULT,Sunday
2010,5,0,LARCENY/THEFT,Sunday
2020,8,15,ASSAULT,Thursday
2015,10,0,UUV,Sunday
2011,8,0,LARCENY/THEFT,Tuesday
2015,1,19,LARCENY/THEFT,Monday
2012,8,23,ASSAULT,Saturday
2014,3,0,BURGLARY,Wednesday
2017,8,16,ASSAULT,Sunday
2020,11,16,ASSAULT,Thursday
2007,9,0,LARCENY/THEFT,Monday
2021,8,20,BURGLARY,Sunday
2020,5,15,BURGLARY,Wednesday
2020,11,7,ASSAULT,Wednesday
2013,9,14,LARCENY/THEFT,Thursday
2007,5,19,LARCENY/THEFT,Saturday
2016,7,0,LARCENY/THEFT,Monday
2016,11,15,ASSAULT,Wednesday
2016,4,1,LARCENY/THEFT,Saturday
2010,7,0,BURGLARY,Thursday
2008,12,15,UUV,Tuesday
2015,10,0,ASSAULT,Tuesday
2016,8,7,ASSAULT,Wednesday
2019,9,18,LARCENY/THEFT,Friday
2021,8,12,LARCENY/THEFT,Sunday
2009,7,17,ASSAULT,Wednesday
2006,7,10,LARCENY/THEFT,Monday
2007,3,22,BURGLARY,Sunday
2012,4,22,ASSAULT,Tuesday
2016,5,0,LARCENY/THEFT,Monday
2010,3,0,LARCENY/THEFT,Wednesday
2009,11,0,LARCENY/THEFT,Sunday
2011,4,10,BURGLARY,Tuesday
2017,11,11,BURGLARY,Tuesday
2011,10,16,ROBBERY,Friday
2009,11,4,ASSAULT,Tuesday
2007,11,17,UUV,Saturday
2016,8,20,LARCENY/THEFT,Tuesday
2007,10,22,ASSAULT,Monday
2020,7,17,LARCENY/THEFT,Tuesday
2018,3,2,LARCENY/THEFT,Wednesday
2008,9,21,ASSAULT,Friday
2012,3,9,LARCENY/THEFT,Sunday
2020,3,13,ASSAULT,Friday
2008,7,18,ASSAULT,Tuesday
2007,4,2,LARCENY/THEFT,Monday
2014,4,10,LARCENY/THEFT,Wednesday
2006,11,14,LARCENY/THEFT,Thursday
2011,6,0,LARCENY/THEFT,Wednesday
2010,4,3,BURGLARY,Sunday
2013,1,5,BURGLARY,Tuesday
2006,8,15,LARCENY/THEFT,Friday
2010,10,10,LARCENY/THEFT,Saturday
2018,4,12,ASSAULT,Sunday
2013,7,23,ASSAULT,Sunday
2018,4,20,LARCENY/THEFT,Sunday
2017,10,17,LARCENY/THEFT,Monday
2006,7,12,ASSAULT,Tuesday
2012,9,16,ROBBERY,Monday
2006,4,8,UUV,Saturday
2008,10,21,LARCENY/THEFT,Friday
2018,2,5,ROBBERY,Tuesday
2020,10,13,LARCENY/THEFT,Wednesday
2008,9,23,BURGLARY,Monday
2010,4,0,ASSAULT,Thursday
2007,4,1,LARCENY/THEFT,Sunday
2016,5,18,LARCENY/THEFT,Friday
2018,5,18,ASSAULT,Thursday
2019,11,18,ASSAULT,Friday
2013,11,19,LARCENY/THEFT,Sunday
2020,8,21,BURGLARY,Monday
2012,9,9,BURGLARY,Friday
2011,11,17,LARCENY/THEFT,Saturday
2007,10,19,ROBBERY,Wednesday
2009,6,2,ASSAULT,Sunday
2012,2,0,BURGLARY,Monday
2007,2,15,ASSAULT,Sunday
2020,1,14,UUV,Wednesday
2017,12,9,LARCENY/THEFT,Sunday
2011,11,15,UUV,Sunday
2009,7,8,ROBBERY,Monday
2007,1,22,BURGLARY,Friday
2019,7,20,ASSAULT,Sunday
2016,7,9,LARCENY/THEFT,Wednesday
2018,12,16,BURGLARY,Saturday
2020,2,9,BURGLARY,Sunday
2007,6,0,LARCENY/THEFT,Friday
2019,3,20,LARCENY/THEFT,Sunday
2007,1,18,ASSAULT,Monday
2020,9,12,BURGLARY,Thursday
2006,4,14,LARCENY/THEFT,Tuesday
2019,6,2,ROBBERY,Saturday
2013,8,21,ASSAULT,Saturday
2013,9,18,ASSAULT,Monday
2019,9,22,BURGLARY,Tuesday
2008,6,15,LARCENY/THEFT,Wednesday
2017,3,9,LARCENY/THEFT,Friday
2009,7,18,LARCENY/THEFT,Sunday
2013,3,12,LARCENY/THEFT,Tuesday
2009,9,14,BURGLARY,Friday
2021,9,12,LARCENY/THEFT,Thursday
2012,1,20,BURGLARY,Thursday
2008,8,0,LARCENY/THEFT,Sunday
2016,12,14,LARCENY/THEFT,Tuesday
2011,5,0,LARCENY/THEFT,Saturday
2010,9,0,LARCENY/THEFT,Monday
2021,7,9,LARCENY/THEFT,Thursday
2007,9,21,ASSAULT,Thursday
2016,12,23,BURGLARY,Friday
2012,2,11,LARCENY/THEFT,Thursday
2007,1,10,BURGLARY,Sunday
2014,5,2,LARCENY/THEFT,Sunday
2015,8,19,BURGLARY,Monday
2011,8,8,LARCENY/THEFT,Wednesday
2020,10,18,LARCENY/THEFT,Thursday
2014,5,18,LARCENY/THEFT,Wednesday
2010,7,12,ASSAULT,Wednesday
2019,1,11,LARCENY/THEFT,Monday
2020,6,4,LARCENY/THEFT,Sunday
2012,9,15,BURGLARY,Sunday
2012,8,11,ASSAULT,Thursday
2013,10,11,BURGLARY,Saturday
2009,5,16,LARCENY/THEFT,Sunday
2009,8,18,BURGLARY,Saturday
2014,1,11,LARCENY/THEFT,Sunday
2014,3,7,ASSAULT,Monday
2017,6,0,LARCENY/THEFT,Wednesday
2012,6,16,LARCENY/THEFT,Wednesday
2017,9,0,ROBBERY,Saturday
2020,5,8,LARCENY/THEFT,Saturday
2010,12,13,ROBBERY,Friday
2016,7,1,ASSAULT,Saturday
2016,1,4,ASSAULT,Monday
2015,8,0,LARCENY/THEFT,Monday
2009,1,16,UUV,Monday
2013,8,22,LARCENY/THEFT,Saturday
2010,10,0,LARCENY/THEFT,Friday
2011,9,19,BURGLARY,Saturday
2006,11,11,LARCENY/THEFT,Sunday
2017,8,5,UUV,Thursday
2014,6,2,LARCENY/THEFT,Tuesday
2011,6,17,UUV,Wednesday
2011,7,20,ASSAULT,Thursday
2014,12,0,LARCENY/THEFT,Monday
2011,6,2,ROBBERY,Sunday
2009,5,0,LARCENY/THEFT,Saturday
2011,7,9,ASSAULT,Thursday
2019,7,0,LARCENY/THEFT,Saturday
2007,1,18,BURGLARY,Tuesday
2020,10,15,ROBBERY,Thursday
2016,2,0,ASSAULT,Wednesday
2017,5,22,LARCENY/THEFT,Thursday
2007,8,23,BURGLARY,Friday
2013,3,2,UUV,Sunday
2016,3,15,UUV,Wednesday
2008,2,0,LARCENY/THEFT,Thursday
2012,2,22,ASSAULT,Saturday
2014,7,14,LARCENY/THEFT,Friday
2008,11,18,LARCENY/THEFT,Monday
2014,7,19,BURGLARY,Friday
2010,9,12,BURGLARY,Tuesday
2012,9,13,LARCENY/THEFT,Saturday
2016,6,22,LARCENY/THEFT,Tuesday
2021,10,18,ASSAULT,Friday
2010,11,20,LARCENY/THEFT,Wednesday
2006,9,0,LARCENY/THEFT,Friday
2012,6,12,BURGLARY,Tuesday
2007,6,15,LARCENY/THEFT,Saturday
2020,2,16,ASSAULT,Saturday
2017,12,0,LARCENY/THEFT,Friday
2007,7,14,LARCENY/THEFT,Thursday
2006,5,16,ASSAULT,Wednesday
2006,7,10,LARCENY/THEFT,Saturday
2014,7,0,ASSAULT,Sunday
2015,7,16,BURGLARY,Wednesday
2021,8,22,LARCENY/THEFT,Monday
2010,4,19,LARCENY/THEFT,Wednesday
2011,11,1,LARCENY/THEFT,Friday
2019,10,6,RAPE,Saturday
2006,8,0,LARCENY/THEFT,Saturday
2010,6,23,LARCENY/THEFT,Thursday
2008,8,20,ROBBERY,Monday
2015,12,14,LARCENY/THEFT,Monday
2019,2,18,LARCENY/THEFT,Saturday
2009,8,7,Theft,Sunday
2019,10,7,BURGLARY,Sunday
2008,8,4,ASSAULT,Sunday
2016,9,22,UUV,Sunday
2013,3,22,ROBBERY,Saturday
2014,3,0,LARCENY/THEFT,Saturday
2009,3,19,LARCENY/THEFT,Saturday
2019,8,17,LARCENY/THEFT,Tuesday
2006,6,9,LARCENY/THEFT,Monday
2016,5,15,ASSAULT,Wednesday
2022,1,8,LARCENY/THEFT,Tuesday
2018,7,1,UUV,Wednesday
2013,6,10,ROBBERY,Friday
2012,12,17,BURGLARY,Monday
2011,11,12,BURGLARY,Saturday
2008,9,1,BURGLARY,Wednesday
2010,11,14,BURGLARY,Wednesday
2013,11,16,LARCENY/THEFT,Wednesday
2021,12,16,BURGLARY,Thursday
2019,9,21,ASSAULT,Saturday
2018,12,23,LARCENY/THEFT,Wednesday
2015,10,20,UUV,Friday
2019,12,13,LARCENY/THEFT,Tuesday
2013,5,1,LARCENY/THEFT,Thursday
2016,9,23,ASSAULT,Sunday
2007,12,17,BURGLARY,Monday
2013,2,1,LARCENY/THEFT,Saturday
2017,5,22,LARCENY/THEFT,Monday
2018,12,15,LARCENY/THEFT,Friday
2017,8,22,BURGLARY,Wednesday
2012,6,21,LARCENY/THEFT,Tuesday
2009,7,14,ROBBERY,Saturday
2021,6,17,BURGLARY,Thursday
2016,8,19,UUV,Wednesday
2016,2,19,LARCENY/THEFT,Wednesday
2022,3,19,UUV,Tuesday
2011,4,12,LARCENY/THEFT,Saturday
2010,8,22,ROBBERY,Monday
2017,8,22,LARCENY/THEFT,Tuesday
2010,9,13,LARCENY/THEFT,Monday
2012,7,9,LARCENY/THEFT,Saturday
2008,8,1,ASSAULT,Sunday
2008,7,1,LARCENY/THEFT,Saturday
2007,4,19,ROBBERY,Monday
2019,8,8,BURGLARY,Thursday
2016,7,8,LARCENY/THEFT,Saturday
2016,3,18,LARCENY/THEFT,Tuesday
2006,10,17,UUV,Friday
2009,1,2,BURGLARY,Friday
2011,7,0,UUV,Saturday
2018,3,1,ASSAULT,Monday
2016,6,0,LARCENY/THEFT,Wednesday
2016,6,22,LARCENY/THEFT,Wednesday
2007,4,12,UUV,Friday
2022,3,4,ROBBERY,Tuesday
2010,6,21,ROBBERY,Monday
2021,12,2,BURGLARY,Wednesday
2020,9,16,LARCENY/THEFT,Tuesday
2009,6,7,ASSAULT,Tuesday
2007,6,13,LARCENY/THEFT,Tuesday
2016,3,18,ASSAULT,Thursday
2010,10,4,ASSAULT,Wednesday
2009,6,3,BURGLARY,Sunday
2015,7,2,LARCENY/THEFT,Wednesday
2008,12,11,BURGLARY,Wednesday
2016,3,0,LARCENY/THEFT,Saturday
2017,11,9,LARCENY/THEFT,Wednesday
2018,6,2,BURGLARY,Sunday
2014,2,9,BURGLARY,Thursday
2010,7,23,LARCENY/THEFT,Wednesday
2017,8,0,BURGLARY,Friday
2016,12,19,LARCENY/THEFT,Sunday
2007,6,3,BURGLARY,Friday
2011,7,16,LARCENY/THEFT,Sunday
2014,12,13,LARCENY/THEFT,Tuesday
2006,10,1,ASSAULT,Monday
2011,10,20,ASSAULT,Monday
2010,7,10,BURGLARY,Tuesday
2017,8,19,BURGLARY,Tuesday
2012,8,17,BURGLARY,Sunday
2014,9,0,LARCENY/THEFT,Sunday
2021,7,16,BURGLARY,Saturday
2020,4,0,BURGLARY,Wednesday
2011,12,6,ASSAULT,Wednesday
2008,10,14,BURGLARY,Monday
2017,7,7,BURGLARY,Friday
2009,3,0,LARCENY/THEFT,Saturday
2012,1,1,ASSAULT,Saturday
2019,9,20,BURGLARY,Tuesday
2009,1,0,BURGLARY,Tuesday
2014,12,15,LARCENY/THEFT,Sunday
2007,8,17,BURGLARY,Monday
2014,7,16,ASSAULT,Sunday
2016,4,0,LARCENY/THEFT,Tuesday
2008,8,22,ASSAULT,Friday
2015,7,20,LARCENY/THEFT,Thursday
2017,4,22,LARCENY/THEFT,Thursday
2009,9,0,LARCENY/THEFT,Friday
2006,5,6,LARCENY/THEFT,Saturday
2009,7,0,LARCENY/THEFT,Friday
2019,6,1,ASSAULT,Tuesday
2014,2,21,LARCENY/THEFT,Monday
2010,9,19,UUV,Monday
2018,5,7,LARCENY/THEFT,Thursday
2011,6,2,BURGLARY,Sunday
2021,12,6,LARCENY/THEFT,Tuesday
2018,5,16,LARCENY/THEFT,Tuesday
2006,6,17,ASSAULT,Wednesday
