year,month,hour_of_day,incident_type_primary,day_of_week
2011,2,9,LARCENY/THEFT,Friday
2016,8,17,LARCENY/THEFT,Saturday
2006,9,22,BURGLARY,Wednesday
2014,7,17,ASSAULT,Monday
2017,10,15,BURGLARY,Friday
2016,1,21,SEXUAL ABUSE,Tuesday
2020,10,16,LARCENY/THEFT,Saturday
2016,1,19,LARCENY/THEFT,Wednesday
2010,12,2,UUV,Sunday
2010,6,22,LARCENY/THEFT,Wednesday
2018,1,12,LARCENY/THEFT,Monday
2013,2,11,BURGLARY,Saturday
2018,9,22,BURGLARY,Wednesday
2022,3,8,LARCENY/THEFT,Sunday
2014,2,11,ROBBERY,Monday
2012,12,20,ROBBERY,Wednesday
2006,6,16,ASSAULT,Friday
2015,9,16,ASSAULT,Tuesday
2008,10,7,LARCENY/THEFT,Sunday
2007,3,0,BURGLARY,Saturday
2007,4,2,ROBBERY,Wednesday
2012,8,11,BURGLARY,Thursday
2020,11,20,ASSAULT,Thursday
2011,10,6,BURGLARY,Friday
2012,4,7,BURGLARY,Thursday
2010,4,20,MURDER,Monday
2010,1,13,LARCENY/THEFT,Saturday
2017,7,5,LARCENY/THEFT,Sunday
2007,9,19,ASSAULT,Thursday
2014,5,14,ROBBERY,Saturday
2010,4,0,LARCENY/THEFT,Wednesday
2012,10,9,BURGLARY,Sunday
2019,7,0,ASSAULT,Friday
2016,11,0,LARCENY/THEFT,Friday
2017,5,17,LARCENY/THEFT,Thursday
2016,10,1,LARCENY/THEFT,Monday
2010,2,13,LARCENY/THEFT,Tuesday
2011,10,10,BURGLARY,Wednesday
2019,7,10,BURGLARY,Saturday
2012,5,10,ASSAULT,Tuesday
2014,7,13,BURGLARY,Tuesday
2006,8,23,RAPE,Tuesday
2015,1,22,LARCENY/THEFT,Thursday
2006,7,14,ROBBERY,Tuesday
2016,1,11,ASSAULT,Sunday
2006,7,22,UUV,Thursday
2011,4,15,LARCENY/THEFT,Saturday
2014,10,22,LARCENY/THEFT,Saturday
2012,11,8,BURGLARY,Tuesday
2018,7,7,ASSAULT,Monday
2006,7,0,LARCENY/THEFT,Thursday
2014,8,9,BURGLARY,Sunday
2013,4,16,ASSAULT,Thursday
2006,11,12,ASSAULT,Friday
2011,11,7,LARCENY/THEFT,Tuesday
2012,4,20,LARCENY/THEFT,Wednesday
2007,8,0,LARCENY/THEFT,Tuesday
2007,5,17,BURGLARY,Tuesday
2007,4,1,ASSAULT,Sunday
2011,12,11,ASSAULT,Tuesday
2011,7,23,LARCENY/THEFT,Wednesday
2016,6,22,UUV,Monday
2009,7,2,UUV,Thursday
2007,9,23,UUV,Sunday
2006,5,0,BURGLARY,Saturday
2019,4,9,BURGLARY,Saturday
2016,1,16,BURGLARY,Wednesday
2021,9,8,BURGLARY,Tuesday
2007,2,8,UUV,Tuesday
2007,2,2,ASSAULT,Sunday
2009,8,15,UUV,Tuesday
2015,4,1,LARCENY/THEFT,Saturday
2011,10,8,SEXUAL ABUSE,Monday
2021,11,14,LARCENY/THEFT,Wednesday
2014,4,0,BURGLARY,Thursday
2021,8,13,ASSAULT,Wednesday
2009,1,8,BURGLARY,Thursday
2009,5,0,LARCENY/THEFT,Tuesday
2016,2,21,ASSAULT,Thursday
2012,9,0,LARCENY/THEFT,Thursday
2020,2,12,LARCENY/THEFT,Saturday
2016,1,18,ASSAULT,Thursday
2013,5,21,ASSAULT,Saturday
2011,6,15,ASSAULT,Tuesday
2009,11,15,BURGLARY,Friday
2008,8,11,ASSAULT,Wednesday
2006,8,16,UUV,Saturday
2006,9,8,LARCENY/THEFT,Friday
2011,4,19,ROBBERY,Wednesday
2009,7,0,LARCENY/THEFT,Friday
2013,5,17,ASSAULT,Friday
2007,8,4,ROBBERY,Sunday
2012,8,23,BURGLARY,Sunday
2008,12,22,UUV,Tuesday
2019,6,9,LARCENY/THEFT,Friday
2018,8,20,ASSAULT,Friday
2010,5,14,ASSAULT,Monday
2009,3,0,LARCENY/THEFT,Friday
2020,1,14,LARCENY/THEFT,Friday
2010,11,17,ROBBERY,Sunday
2020,9,14,LARCENY/THEFT,Wednesday
2017,2,0,LARCENY/THEFT,Thursday
2007,10,20,LARCENY/THEFT,Monday
2010,10,18,BURGLARY,Tuesday
2011,12,0,BURGLARY,Saturday
2008,9,18,ASSAULT,Saturday
2019,4,9,ASSAULT,Saturday
2015,12,9,LARCENY/THEFT,Friday
2008,5,0,LARCENY/THEFT,Tuesday
2011,5,16,ASSAULT,Tuesday
2011,7,4,LARCENY/THEFT,Thursday
2010,3,17,ASSAULT,Wednesday
2012,3,17,LARCENY/THEFT,Wednesday
2013,6,12,LARCENY/THEFT,Friday
2020,12,16,UUV,Thursday
2007,9,18,LARCENY/THEFT,Saturday
2010,8,10,LARCENY/THEFT,Thursday
2013,3,11,LARCENY/THEFT,Monday
2018,9,15,LARCENY/THEFT,Tuesday
2016,10,16,BURGLARY,Friday
2019,7,14,BURGLARY,Thursday
2021,4,13,UUV,Sunday
2016,9,18,LARCENY/THEFT,Saturday
2006,12,21,ASSAULT,Sunday
2014,12,18,UUV,Friday
2006,12,20,BURGLARY,Saturday
2012,11,22,ROBBERY,Wednesday
2012,4,12,LARCENY/THEFT,Wednesday
2016,6,2,THEFT OF SERVICES,Saturday
2008,12,7,LARCENY/THEFT,Saturday
2013,8,0,RAPE,Thursday
2017,3,0,ROBBERY,Saturday
2013,4,12,LARCENY/THEFT,Wednesday
2007,8,11,LARCENY/THEFT,Monday
2018,6,20,ASSAULT,Saturday
2013,9,2,ASSAULT,Sunday
2014,10,22,LARCENY/THEFT,Thursday
2016,4,17,ASSAULT,Tuesday
2012,1,2,ASSAULT,Sunday
2007,4,9,LARCENY/THEFT,Saturday
2016,9,18,ROBBERY,Friday
2020,1,17,LARCENY/THEFT,Saturday
2018,6,20,LARCENY/THEFT,Saturday
2009,6,16,LARCENY/THEFT,Tuesday
2008,9,8,UUV,Thursday
2011,6,7,ASSAULT,Sunday
2018,7,3,ROBBERY,Friday
2021,1,12,LARCENY/THEFT,Sunday
2021,1,15,LARCENY/THEFT,Wednesday
2016,12,16,ASSAULT,Thursday
2011,5,16,ASSAULT,Thursday
2007,5,0,LARCENY/THEFT,Tuesday
2013,4,8,LARCENY/THEFT,Tuesday
2020,11,18,LARCENY/THEFT,Friday
2013,4,8,LARCENY/THEFT,Sunday
2012,5,20,ASSAULT,Thursday
2016,6,13,ROBBERY,Wednesday
2010,8,20,LARCENY/THEFT,Saturday
2018,2,20,BURGLARY,Sunday
2016,6,0,LARCENY/THEFT,Sunday
2011,7,3,ROBBERY,Sunday
2015,3,9,LARCENY/THEFT,Saturday
2019,4,15,ASSAULT,Saturday
2016,4,11,ROBBERY,Saturday
2022,3,13,LARCENY/THEFT,Monday
2008,6,0,LARCENY/THEFT,Monday
2016,3,17,ROBBERY,Tuesday
2011,11,21,LARCENY/THEFT,Sunday
2007,5,8,LARCENY/THEFT,Saturday
2009,4,0,LARCENY/THEFT,Saturday
2010,11,23,LARCENY/THEFT,Sunday
2014,1,12,LARCENY/THEFT,Friday
2020,3,21,ASSAULT,Sunday
2014,4,16,ASSAULT,Monday
2006,8,13,LARCENY/THEFT,Sunday
2020,9,21,BURGLARY,Tuesday
2016,9,23,ROBBERY,Saturday
2017,3,15,BURGLARY,Wednesday
2007,11,20,LARCENY/THEFT,Saturday
2017,6,23,ASSAULT,Friday
2012,3,12,LARCENY/THEFT,Sunday
2016,12,17,LARCENY/THEFT,Monday
2013,10,19,LARCENY/THEFT,Monday
2008,9,12,LARCENY/THEFT,Saturday
2006,6,14,BURGLARY,Tuesday
2018,3,5,BURGLARY,Saturday
2006,8,19,LARCENY/THEFT,Friday
2014,12,16,BURGLARY,Friday
2011,5,8,BURGLARY,Tuesday
2010,5,23,BURGLARY,Sunday
2011,8,14,RAPE,Sunday
2008,8,3,BURGLARY,Saturday
2011,10,23,LARCENY/THEFT,Thursday
2015,4,18,BURGLARY,Friday
2012,10,21,ASSAULT,Thursday
2014,11,10,BURGLARY,Friday
2015,11,20,LARCENY/THEFT,Saturday
2017,11,13,BURGLARY,Friday
2020,11,8,LARCENY/THEFT,Monday
2009,4,22,LARCENY/THEFT,Friday
2018,11,0,LARCENY/THEFT,Saturday
2015,6,16,LARCENY/THEFT,Friday
2006,12,15,LARCENY/THEFT,Monday
2020,11,0,LARCENY/THEFT,Saturday
2016,3,15,LARCENY/THEFT,Wednesday
2007,7,23,BURGLARY,Sunday
2017,12,20,LARCENY/THEFT,Saturday
2021,9,16,LARCENY/THEFT,Wednesday
2015,1,6,LARCENY/THEFT,Saturday
2009,6,17,BURGLARY,Thursday
2015,9,4,LARCENY/THEFT,Friday
2015,12,14,BURGLARY,Tuesday
2013,7,23,UUV,Monday
2010,5,10,ROBBERY,Wednesday
2009,5,22,BURGLARY,Thursday
2014,8,13,LARCENY/THEFT,Monday
2013,11,23,LARCENY/THEFT,Thursday
2017,11,0,BURGLARY,Tuesday
2014,4,3,ROBBERY,Sunday
2016,7,4,LARCENY/THEFT,Friday
2019,4,21,THEFT OF SERVICES,Saturday
2016,9,23,RAPE,Thursday
2015,10,17,UUV,Wednesday
2012,9,9,UUV,Tuesday
2017,3,10,BURGLARY,Friday
2011,1,13,LARCENY/THEFT,Friday
2017,1,12,ASSAULT,Friday
2008,7,14,UUV,Saturday
2008,6,22,ASSAULT,Friday
2012,10,13,LARCENY/THEFT,Thursday
2010,12,19,LARCENY/THEFT,Friday
2006,11,10,RAPE,Saturday
2016,6,0,LARCENY/THEFT,Thursday
2009,9,10,BURGLARY,Wednesday
2013,5,13,ASSAULT,Wednesday
2013,4,0,LARCENY/THEFT,Wednesday
2011,1,0,LARCENY/THEFT,Friday
2006,7,10,BURGLARY,Thursday
2011,11,2,BURGLARY,Sunday
2014,1,3,UUV,Wednesday
2017,1,11,UUV,Tuesday
2019,1,5,UUV,Monday
2008,8,13,LARCENY/THEFT,Saturday
2017,9,14,ASSAULT,Saturday
2017,6,1,ASSAULT,Tuesday
2021,7,12,THEFT OF SERVICES,Saturday
2014,2,16,LARCENY/THEFT,Saturday
2007,3,0,LARCENY/THEFT,Thursday
2008,6,20,ASSAULT,Wednesday
2015,5,16,LARCENY/THEFT,Thursday
2011,1,4,LARCENY/THEFT,Monday
2010,6,13,ROBBERY,Sunday
2015,3,6,ASSAULT,Sunday
2016,6,0,LARCENY/THEFT,Sunday
2016,6,23,LARCENY/THEFT,Saturday
2020,4,11,LARCENY/THEFT,Sunday
2020,10,5,BURGLARY,Saturday
2013,7,8,LARCENY/THEFT,Thursday
2008,11,20,BURGLARY,Sunday
2013,12,23,BURGLARY,Saturday
2007,11,8,RAPE,Wednesday
2007,4,23,LARCENY/THEFT,Thursday
2010,10,10,BURGLARY,Friday
2021,7,22,ASSAULT,Saturday
2007,9,20,BURGLARY,Tuesday
2008,11,0,LARCENY/THEFT,Tuesday
2011,11,13,LARCENY/THEFT,Wednesday
2007,1,0,SEXUAL ABUSE,Monday
2006,5,21,ASSAULT,Thursday
2017,9,0,BURGLARY,Wednesday
2008,6,15,LARCENY/THEFT,Tuesday
2009,3,16,ASSAULT,Monday
2018,11,18,LARCENY/THEFT,Sunday
2019,1,3,UUV,Wednesday
2020,4,13,LARCENY/THEFT,Sunday
2018,7,8,LARCENY/THEFT,Sunday
2018,8,6,ROBBERY,Saturday
2017,11,9,LARCENY/THEFT,Sunday
2017,5,20,ASSAULT,Tuesday
2017,4,16,UUV,Sunday
2019,2,6,BURGLARY,Friday
2018,8,13,LARCENY/THEFT,Wednesday
2020,10,13,LARCENY/THEFT,Thursday
2014,6,15,LARCENY/THEFT,Sunday
2016,7,17,LARCENY/THEFT,Wednesday
2012,10,18,LARCENY/THEFT,Friday
2015,5,12,LARCENY/THEFT,Thursday
2019,2,12,BURGLARY,Friday
2007,7,6,LARCENY/THEFT,Monday
2008,8,2,BURGLARY,Tuesday
2013,10,21,ASSAULT,Thursday
2009,12,8,BURGLARY,Monday
2017,5,20,THEFT OF SERVICES,Tuesday
2010,11,0,LARCENY/THEFT,Monday
2008,12,18,ROBBERY,Saturday
2013,7,1,LARCENY/THEFT,Tuesday
2006,4,22,LARCENY/THEFT,Thursday
2015,5,16,ASSAULT,Tuesday
2018,12,22,LARCENY/THEFT,Sunday
2013,7,11,ASSAULT,Sunday
2021,1,23,ASSAULT,Friday
2010,1,5,BURGLARY,Monday
2010,4,21,ASSAULT,Friday
2021,6,17,ASSAULT,Wednesday
2020,8,15,BURGLARY,Friday
2009,6,4,Breaking & Entering,Tuesday
2018,10,22,LARCENY/THEFT,Saturday
2019,9,19,ASSAULT,Wednesday
2010,3,10,BURGLARY,Friday
2006,1,9,LARCENY/THEFT,Monday
2007,3,15,ASSAULT,Sunday
2012,8,19,BURGLARY,Sunday
2008,7,17,RAPE,Sunday
2008,11,10,ASSAULT,Friday
2016,12,12,BURGLARY,Thursday
2010,10,16,BURGLARY,Friday
2006,10,18,LARCENY/THEFT,Sunday
2010,5,10,BURGLARY,Sunday
2010,11,1,UUV,Saturday
2016,4,0,LARCENY/THEFT,Tuesday
2014,7,23,ASSAULT,Friday
2021,11,7,LARCENY/THEFT,Friday
2010,6,7,BURGLARY,Wednesday
2009,10,0,LARCENY/THEFT,Friday
2010,4,19,LARCENY/THEFT,Wednesday
2010,7,0,BURGLARY,Thursday
2009,11,20,LARCENY/THEFT,Wednesday
2019,10,15,ASSAULT,Wednesday
2009,9,23,LARCENY/THEFT,Monday
2008,8,2,LARCENY/THEFT,Monday
2007,3,22,ASSAULT,Saturday
2010,5,10,LARCENY/THEFT,Wednesday
2011,6,0,ASSAULT,Monday
2007,12,16,BURGLARY,Thursday
2007,6,10,LARCENY/THEFT,Saturday
2018,3,20,LARCENY/THEFT,Thursday
2006,7,23,BURGLARY,Friday
2012,5,12,LARCENY/THEFT,Monday
2017,12,18,ASSAULT,Saturday
2013,1,11,BURGLARY,Monday
2021,8,1,ROBBERY,Sunday
2014,2,9,LARCENY/THEFT,Friday
2016,10,10,BURGLARY,Wednesday
2006,6,18,ASSAULT,Monday
2006,6,16,BURGLARY,Friday
2013,9,19,ROBBERY,Thursday
2014,4,4,LARCENY/THEFT,Saturday
2012,9,1,LARCENY/THEFT,Sunday
2021,12,9,UUV,Monday
2014,9,9,BURGLARY,Wednesday
2019,9,19,LARCENY/THEFT,Saturday
2020,1,17,ASSAULT,Monday
2016,7,12,ASSAULT,Monday
2012,5,18,LARCENY/THEFT,Friday
2020,2,21,LARCENY/THEFT,Saturday
2009,3,20,UUV,Monday
2013,9,16,ROBBERY,Tuesday
2008,8,12,LARCENY/THEFT,Tuesday
2010,1,23,RAPE,Friday
2011,11,14,ASSAULT,Wednesday
2007,6,9,LARCENY/THEFT,Sunday
2006,2,8,ASSAULT,Friday
2006,12,8,UUV,Friday
2007,9,20,LARCENY/THEFT,Friday
2007,9,17,LARCENY/THEFT,Monday
2008,11,12,BURGLARY,Friday
2012,7,10,ASSAULT,Thursday
2014,3,3,BURGLARY,Thursday
2008,11,2,ROBBERY,Saturday
2015,2,2,UUV,Wednesday
2006,9,0,LARCENY/THEFT,Wednesday
2021,11,19,ROBBERY,Sunday
2011,4,22,BURGLARY,Monday
2019,12,3,ROBBERY,Saturday
2017,9,20,LARCENY/THEFT,Monday
2020,5,15,LARCENY/THEFT,Wednesday
2009,9,6,LARCENY/THEFT,Friday
2009,7,17,UUV,Wednesday
2010,1,20,BURGLARY,Sunday
2016,1,13,UUV,Wednesday
2012,7,12,ASSAULT,Saturday
2008,9,18,BURGLARY,Monday
2007,3,12,LARCENY/THEFT,Tuesday
2011,7,22,BURGLARY,Wednesday
2007,4,10,BURGLARY,Tuesday
2014,10,18,UUV,Monday
2003,3,12,Theft,Friday
2007,6,6,RAPE,Friday
2007,5,4,ASSAULT,Sunday
2008,7,23,LARCENY/THEFT,Tuesday
2021,5,18,LARCENY/THEFT,Friday
2019,7,1,LARCENY/THEFT,Sunday
2006,5,23,LARCENY/THEFT,Saturday
2008,10,11,LARCENY/THEFT,Thursday
2018,8,9,BURGLARY,Saturday
2010,8,8,ASSAULT,Wednesday
2006,7,23,BURGLARY,Saturday
2017,9,19,ASSAULT,Friday
2015,7,15,ASSAULT,Friday
2007,4,9,LARCENY/THEFT,Thursday
2011,12,17,LARCENY/THEFT,Saturday
2013,2,20,BURGLARY,Thursday
2020,9,5,BURGLARY,Saturday
2017,5,8,BURGLARY,Saturday
2007,11,1,LARCENY/THEFT,Monday
2009,10,21,ROBBERY,Saturday
2015,2,23,BURGLARY,Sunday
2008,6,21,ASSAULT,Wednesday
2013,3,1,BURGLARY,Saturday
2013,8,8,LARCENY/THEFT,Sunday
2012,2,1,LARCENY/THEFT,Tuesday
2007,9,12,BURGLARY,Saturday
2021,1,10,LARCENY/THEFT,Friday
2007,3,2,LARCENY/THEFT,Sunday
2009,5,11,ASSAULT,Thursday
2006,5,0,ASSAULT,Wednesday
2014,6,5,LARCENY/THEFT,Monday
2012,7,11,ROBBERY,Monday
2016,4,19,BURGLARY,Thursday
2018,2,15,LARCENY/THEFT,Wednesday
2017,3,10,UUV,Sunday
2010,9,22,LARCENY/THEFT,Monday
2006,8,21,ASSAULT,Wednesday
2008,12,4,ROBBERY,Sunday
2010,4,18,BURGLARY,Friday
2013,2,10,ASSAULT,Tuesday
2007,7,20,LARCENY/THEFT,Wednesday
2021,5,7,ROBBERY,Wednesday
2017,9,21,LARCENY/THEFT,Friday
2013,3,12,ASSAULT,Thursday
2010,2,8,BURGLARY,Thursday
2006,9,21,ROBBERY,Thursday
2015,9,4,MURDER,Saturday
2011,8,19,LARCENY/THEFT,Tuesday
2012,10,15,LARCENY/THEFT,Friday
2016,12,3,ASSAULT,Wednesday
2008,9,0,LARCENY/THEFT,Thursday
2012,9,1,ASSAULT,Wednesday
2014,8,18,LARCENY/THEFT,Saturday
2017,10,10,ASSAULT,Monday
2006,11,2,BURGLARY,Wednesday
2018,7,18,ASSAULT,Sunday
2008,8,23,ASSAULT,Thursday
2013,8,16,LARCENY/THEFT,Sunday
2007,7,18,ASSAULT,Friday
2020,2,2,ASSAULT,Thursday
2020,8,2,ROBBERY,Saturday
2015,11,2,ASSAULT,Thursday
2009,7,23,ASSAULT,Tuesday
2019,5,21,LARCENY/THEFT,Thursday
2015,2,14,LARCENY/THEFT,Sunday
2008,9,11,LARCENY/THEFT,Tuesday
2016,9,4,BURGLARY,Saturday
2012,8,0,ROBBERY,Sunday
2010,3,15,LARCENY/THEFT,Sunday
2012,1,20,ASSAULT,Friday
2019,3,17,UUV,Monday
2009,5,9,BURGLARY,Thursday
2010,6,0,BURGLARY,Wednesday
2007,2,21,LARCENY/THEFT,Wednesday
2010,5,9,LARCENY/THEFT,Thursday
2009,1,19,ROBBERY,Wednesday
2008,8,22,LARCENY/THEFT,Thursday
2007,8,7,ASSAULT,Saturday
2021,5,21,LARCENY/THEFT,Friday
2010,10,22,ASSAULT,Monday
2018,10,15,LARCENY/THEFT,Thursday
2019,7,11,UUV,Friday
2020,2,17,LARCENY/THEFT,Tuesday
2014,5,17,LARCENY/THEFT,Tuesday
2006,5,12,LARCENY/THEFT,Friday
2018,12,20,LARCENY/THEFT,Friday
2009,11,8,SEXUAL ABUSE,Wednesday
2012,11,1,THEFT OF SERVICES,Thursday
2015,7,2,BURGLARY,Friday
2016,11,3,ASSAULT,Monday
2010,6,15,BURGLARY,Wednesday
2013,9,0,LARCENY/THEFT,Saturday
2018,2,1,ASSAULT,Thursday
2019,7,18,ASSAULT,Wednesday
2017,9,9,ASSAULT,Sunday
2007,9,17,BURGLARY,Monday
2007,6,0,ASSAULT,Monday
2008,7,19,LARCENY/THEFT,Tuesday
2009,1,2,ASSAULT,Monday
2014,5,14,LARCENY/THEFT,Sunday
2008,12,18,BURGLARY,Tuesday
2012,5,17,LARCENY/THEFT,Monday
2015,5,14,LARCENY/THEFT,Sunday
2011,1,4,LARCENY/THEFT,Sunday
2006,1,12,BURGLARY,Thursday
2011,6,10,UUV,Friday
2012,4,11,BURGLARY,Tuesday
2013,5,15,ASSAULT,Thursday
2006,8,22,LARCENY/THEFT,Sunday
2011,9,0,BURGLARY,Wednesday
2007,9,4,LARCENY/THEFT,Wednesday
2007,5,6,LARCENY/THEFT,Friday
2007,4,15,LARCENY/THEFT,Saturday
2019,6,10,ASSAULT,Thursday
2015,4,2,ASSAULT,Sunday
2014,2,12,LARCENY/THEFT,Sunday
2007,4,17,ASSAULT,Tuesday
2008,11,21,ASSAULT,Friday
2007,4,8,UUV,Sunday
2021,8,3,LARCENY/THEFT,Tuesday
2012,9,7,BURGLARY,Wednesday
2014,8,20,LARCENY/THEFT,Sunday
2009,9,11,LARCENY/THEFT,Sunday
2015,7,23,BURGLARY,Tuesday
2017,6,0,LARCENY/THEFT,Monday
2007,6,23,ROBBERY,Friday
2017,5,15,BURGLARY,Saturday
2010,11,5,BURGLARY,Friday
2006,1,18,ASSAULT,Tuesday
2017,9,0,BURGLARY,Monday
2022,1,4,ASSAULT,Saturday
2021,6,22,ASSAULT,Sunday
2011,9,11,LARCENY/THEFT,Monday
2013,12,9,ASSAULT,Friday
2016,9,20,SEXUAL ABUSE,Tuesday
2016,1,15,ASSAULT,Saturday
2014,11,20,BURGLARY,Saturday
2019,4,0,BURGLARY,Monday
2016,10,1,UUV,Monday
2012,10,18,ROBBERY,Wednesday
2009,5,15,ROBBERY,Wednesday
2011,4,11,BURGLARY,Monday
2015,4,7,BURGLARY,Wednesday
2011,9,0,LARCENY/THEFT,Wednesday
2013,1,16,BURGLARY,Tuesday
2010,9,17,LARCENY/THEFT,Friday
2011,7,17,LARCENY/THEFT,Thursday
2007,2,20,LARCENY/THEFT,Wednesday
2010,2,22,ROBBERY,Wednesday
2006,7,19,THEFT OF SERVICES,Friday
2020,9,18,LARCENY/THEFT,Friday
2008,7,0,UUV,Wednesday
2020,11,2,UUV,Sunday
2014,5,18,ASSAULT,Wednesday
2011,10,0,ASSAULT,Thursday
2021,3,6,LARCENY/THEFT,Monday
2012,1,23,LARCENY/THEFT,Thursday
2014,4,5,LARCENY/THEFT,Saturday
2019,5,15,BURGLARY,Tuesday
2008,11,1,UUV,Sunday
2006,7,17,ASSAULT,Wednesday
2012,9,22,LARCENY/THEFT,Saturday
2011,2,20,UUV,Tuesday
2011,7,10,BURGLARY,Wednesday
2011,2,5,ASSAULT,Saturday
2007,5,0,LARCENY/THEFT,Wednesday
2012,8,16,LARCENY/THEFT,Thursday
2016,5,17,LARCENY/THEFT,Sunday
2008,6,0,ASSAULT,Thursday
2010,12,13,BURGLARY,Sunday
2017,8,23,ASSAULT,Thursday
2011,5,4,ASSAULT,Sunday
2006,7,1,LARCENY/THEFT,Wednesday
2009,2,12,LARCENY/THEFT,Tuesday
2020,10,22,ROBBERY,Thursday
2012,9,5,BURGLARY,Saturday
2006,8,0,BURGLARY,Monday
2009,8,8,LARCENY/THEFT,Friday
2012,10,19,LARCENY/THEFT,Monday
2007,4,0,ASSAULT,Thursday
2009,6,16,ASSAULT,Saturday
2010,11,10,BURGLARY,Friday
2013,1,12,ROBBERY,Wednesday
2021,11,13,LARCENY/THEFT,Friday
2010,11,18,BURGLARY,Saturday
2018,7,4,BURGLARY,Monday
2012,7,17,LARCENY/THEFT,Monday
2017,1,2,UUV,Saturday
2016,8,6,ASSAULT,Tuesday
2016,8,20,ASSAULT,Thursday
2007,3,17,UUV,Saturday
2015,9,17,ASSAULT,Tuesday
2017,8,15,LARCENY/THEFT,Wednesday
2012,7,3,UUV,Thursday
2007,11,2,ASSAULT,Wednesday
2017,6,14,LARCENY/THEFT,Sunday
2015,11,15,BURGLARY,Saturday
2008,8,5,BURGLARY,Tuesday
2017,11,15,LARCENY/THEFT,Friday
2020,2,9,LARCENY/THEFT,Tuesday
2009,4,23,ASSAULT,Thursday
2015,1,0,LARCENY/THEFT,Saturday
2018,4,14,LARCENY/THEFT,Wednesday
2012,10,13,BURGLARY,Sunday
2019,11,0,LARCENY/THEFT,Friday
2018,9,22,ASSAULT,Friday
2014,8,19,ASSAULT,Saturday
2022,3,16,LARCENY/THEFT,Thursday
2009,4,9,LARCENY/THEFT,Sunday
2008,10,12,LARCENY/THEFT,Friday
2008,12,15,BURGLARY,Monday
2007,3,18,BURGLARY,Sunday
2009,1,22,ASSAULT,Friday
2006,6,11,ASSAULT,Sunday
2014,6,1,BURGLARY,Sunday
2009,7,20,LARCENY/THEFT,Tuesday
2011,3,15,LARCENY/THEFT,Saturday
2009,4,12,BURGLARY,Wednesday
2014,10,22,LARCENY/THEFT,Monday
2015,7,4,ASSAULT,Saturday
2015,11,15,ROBBERY,Friday
2008,7,12,BURGLARY,Tuesday
2015,2,22,UUV,Tuesday
2011,8,14,LARCENY/THEFT,Friday
2010,9,8,BURGLARY,Tuesday
2011,5,13,LARCENY/THEFT,Saturday
2022,1,9,LARCENY/THEFT,Sunday
2011,10,16,LARCENY/THEFT,Tuesday
2018,5,14,ASSAULT,Thursday
2019,5,2,LARCENY/THEFT,Sunday
2020,5,8,LARCENY/THEFT,Wednesday
2020,12,23,BURGLARY,Thursday
2021,4,15,BURGLARY,Sunday
2006,2,14,LARCENY/THEFT,Thursday
2019,11,1,UUV,Saturday
2021,8,18,LARCENY/THEFT,Monday
2019,7,16,LARCENY/THEFT,Tuesday
2022,3,20,LARCENY/THEFT,Tuesday
2014,2,9,BURGLARY,Tuesday
2010,8,8,BURGLARY,Wednesday
2017,10,7,LARCENY/THEFT,Saturday
2017,8,3,BURGLARY,Wednesday
2013,4,14,ASSAULT,Thursday
2018,8,12,ROBBERY,Tuesday
2006,5,22,BURGLARY,Saturday
2010,4,21,ASSAULT,Sunday
2015,11,21,UUV,Wednesday
2018,5,17,ASSAULT,Monday
2014,1,15,BURGLARY,Thursday
2008,6,9,LARCENY/THEFT,Monday
2020,12,9,BURGLARY,Wednesday
2007,7,22,ASSAULT,Sunday
2013,1,14,LARCENY/THEFT,Monday
2017,12,2,BURGLARY,Wednesday
2004,1,0,LARCENY/THEFT,Tuesday
2011,10,23,BURGLARY,Monday
2007,9,11,ASSAULT,Tuesday
2006,9,0,LARCENY/THEFT,Wednesday
2015,7,9,LARCENY/THEFT,Monday
2010,5,8,LARCENY/THEFT,Friday
2006,1,11,LARCENY/THEFT,Thursday
2017,4,11,LARCENY/THEFT,Tuesday
2020,3,11,UUV,Tuesday
2007,11,12,BURGLARY,Sunday
2013,5,1,ASSAULT,Sunday
2019,11,20,ASSAULT,Tuesday
2007,9,0,LARCENY/THEFT,Monday
2011,1,16,LARCENY/THEFT,Monday
2010,1,13,LARCENY/THEFT,Wednesday
2016,7,13,BURGLARY,Sunday
2010,7,0,LARCENY/THEFT,Tuesday
2019,12,17,ASSAULT,Tuesday
2010,6,9,LARCENY/THEFT,Monday
2010,5,14,LARCENY/THEFT,Monday
2017,8,0,LARCENY/THEFT,Tuesday
2015,11,21,ASSAULT,Thursday
2019,12,15,LARCENY/THEFT,Saturday
2016,1,2,LARCENY/THEFT,Monday
2011,11,0,BURGLARY,Saturday
2015,7,20,ASSAULT,Saturday
2014,6,14,UUV,Wednesday
2006,9,17,LARCENY/THEFT,Thursday
2020,9,19,LARCENY/THEFT,Friday
2007,4,18,BURGLARY,Wednesday
2016,4,17,LARCENY/THEFT,Wednesday
2006,6,16,BURGLARY,Sunday
2010,1,5,ASSAULT,Friday
2014,1,8,BURGLARY,Tuesday
2009,11,8,BURGLARY,Monday
2010,9,20,ASSAULT,Wednesday
2012,5,19,LARCENY/THEFT,Monday
2016,10,10,ASSAULT,Sunday
2018,11,9,UUV,Saturday
2015,5,0,LARCENY/THEFT,Sunday
2009,8,13,LARCENY/THEFT,Saturday
2020,3,21,BURGLARY,Saturday
2019,6,21,ASSAULT,Friday
